0	0	2.771	1.711
100	100	2.771	1.711
200	100	2.771	1.711
300	100	2.771	1.711
400	100	2.771	1.711
500	100	2.771	1.711
600	100	2.771	1.711
700	100	2.771	1.711
800	100	2.771	1.711
900	100	2.771	1.711
1000	100	2.771	1.711
1100	100	2.771	1.711
1200	100	2.771	1.711
1300	100	2.771	1.711
1400	100	2.771	1.711
1500	100	2.771	1.711
1600	100	2.771	1.711
1700	100	2.771	1.711
1800	100	2.771	1.711
1900	100	2.771	1.711
2000	100	2.771	1.711
2100	100	2.771	1.711
2200	100	2.771	1.711
2300	100	2.771	1.711
2400	100	2.771	1.711
2500	100	2.771	1.711
2600	100	2.771	1.711
2700	100	2.771	1.711
2800	100	2.771	1.711
2900	100	2.771	1.711
3000	100	2.771	1.711
3100	100	2.771	1.711
3200	100	2.771	1.711
3300	100	2.771	1.711
3400	100	2.771	1.711
3500	100	2.771	1.711
3600	100	2.771	1.711
3700	100	2.771	1.711
3800	100	2.771	1.711
3900	100	2.771	1.711
4000	100	2.771	1.711
4100	100	2.771	1.711
4200	100	2.771	1.711
4300	100	2.771	1.711
4400	100	2.771	1.711
4500	100	2.771	1.711
4600	100	2.771	1.711
4700	100	2.771	1.711
4800	100	2.771	1.711
4900	100	2.771	1.711
5000	100	2.771	1.711
5100	100	2.771	1.711
5200	100	2.771	1.711
5300	100	2.771	1.711
5400	100	2.771	1.711
5500	100	2.771	1.711
5600	100	2.771	1.711
5700	100	2.771	1.711
5800	100	2.771	1.711
5900	100	2.771	1.711
6000	100	2.771	1.711
6100	100	2.771	1.711
6200	100	2.771	1.711
6300	100	2.771	1.711
6400	100	2.771	1.711
6500	100	2.771	1.711
6600	100	2.771	1.711
6700	100	2.771	1.711
6800	100	2.771	1.711
6900	100	2.771	1.711
7000	100	2.771	1.711
7100	100	2.771	1.711
7200	100	2.771	1.711
7300	100	2.771	1.711
7400	100	2.771	1.711
7500	100	2.771	1.711
7600	100	2.771	1.711
7700	100	2.771	1.711
7800	100	2.771	1.711
7900	100	2.771	1.711
8000	100	2.771	1.711
8100	100	2.771	1.711
8200	100	2.771	1.711
8300	100	2.771	1.711
8400	100	2.771	1.711
8500	100	2.771	1.711
8600	100	2.771	1.711
8700	100	2.771	1.711
8800	100	2.771	1.711
8900	100	2.771	1.711
9000	100	2.771	1.711
9100	100	2.771	1.711
9200	100	2.771	1.711
9300	100	2.771	1.711
9400	100	2.771	1.711
9500	100	2.771	1.711
9600	100	2.771	1.711
9700	100	2.771	1.711
9800	100	2.771	1.711
9900	100	2.771	1.711
10000	100	2.771	1.711
10100	100	2.771	1.711
10200	100	2.771	1.711
10300	100	2.771	1.711
10400	100	2.771	1.711
10500	100	2.771	1.711
10600	100	2.771	1.711
10700	100	2.771	1.711
10800	100	2.771	1.711
10900	100	2.771	1.711
11000	100	2.771	1.711
11100	100	2.771	1.711
11200	100	2.771	1.711
11300	100	2.771	1.711
11400	100	2.771	1.711
11500	100	2.771	1.711
11600	100	2.771	1.711
11700	100	2.771	1.711
11800	100	2.771	1.711
11900	100	2.771	1.711
12000	100	2.771	1.711
12100	100	2.771	1.711
12200	100	2.771	1.711
12300	100	2.771	1.711
12400	100	2.771	1.711
12500	100	2.771	1.711
12600	100	2.771	1.711
12700	100	2.771	1.711
12800	100	2.771	1.711
12900	100	2.771	1.711
13000	100	2.771	1.711
13100	100	2.771	1.711
13200	100	2.771	1.711
13300	100	2.771	1.711
13400	100	2.771	1.711
13500	100	2.771	1.711
13600	100	2.771	1.711
13700	100	2.771	1.711
13800	100	2.771	1.711
13900	100	2.771	1.711
14000	100	2.771	1.711
14100	100	2.771	1.711
14200	100	2.771	1.711
14300	100	2.771	1.711
14400	100	2.771	1.711
14500	100	2.771	1.711
14600	100	2.771	1.711
14700	100	2.771	1.711
14800	100	2.771	1.711
14900	100	2.771	1.711
15000	100	2.771	1.711
15100	100	2.771	1.711
15200	100	2.771	1.711
15300	100	2.771	1.711
15400	100	2.771	1.711
15500	100	2.771	1.711
15600	100	2.771	1.711
15700	100	2.771	1.711
15800	100	2.771	1.711
15900	100	2.771	1.711
16000	100	2.771	1.711
16100	100	2.771	1.711
16200	100	2.771	1.711
16300	100	2.771	1.711
16400	100	2.771	1.711
16500	100	2.771	1.711
16600	100	2.771	1.711
16700	100	2.771	1.711
16800	100	2.771	1.711
16900	100	2.771	1.711
17000	100	2.771	1.711
17100	100	2.771	1.711
17200	100	2.771	1.711
17300	100	2.771	1.711
17400	100	2.771	1.711
17500	100	2.771	1.711
17600	100	2.771	1.711
17700	100	2.771	1.711
17800	100	2.771	1.711
17900	100	2.771	1.711
18000	100	2.771	1.711
18100	100	2.771	1.711
18200	100	2.771	1.711
18300	100	2.771	1.711
18400	100	2.771	1.711
18500	100	2.771	1.711
18600	100	2.771	1.711
18700	100	2.771	1.711
18800	100	2.771	1.711
18900	100	2.771	1.711
19000	100	2.771	1.711
19100	100	2.771	1.711
19200	100	2.771	1.711
19300	100	2.771	1.711
19400	100	2.771	1.711
19500	100	2.771	1.711
19600	100	2.771	1.711
19700	100	2.771	1.711
19800	100	2.771	1.711
19900	100	2.771	1.711
20000	100	2.771	1.711
20100	100	2.771	1.711
20200	100	2.771	1.711
20300	100	2.771	1.711
20400	100	2.771	1.711
20500	100	2.771	1.711
20600	100	2.771	1.711
20700	100	2.771	1.711
20800	100	2.771	1.711
20900	100	2.771	1.711
21000	100	2.771	1.711
21100	100	2.771	1.711
21200	100	2.771	1.711
21300	100	2.771	1.711
21400	100	2.771	1.711
21500	100	2.771	1.711
21600	100	2.771	1.711
21700	100	2.771	1.711
21800	100	2.771	1.711
21900	100	2.771	1.711
22000	100	2.771	1.711
22100	100	2.771	1.711
22200	100	2.771	1.711
22300	100	2.771	1.711
22400	100	2.771	1.711
22500	100	2.771	1.711
22600	100	2.771	1.711
22700	100	2.771	1.711
22800	100	2.771	1.711
22900	100	2.771	1.711
23000	100	2.771	1.711
23100	100	2.771	1.711
23200	100	2.771	1.711
23300	100	2.771	1.711
23400	100	2.771	1.711
23500	100	2.771	1.711
23600	100	2.771	1.711
23700	100	2.771	1.711
23800	100	2.771	1.711
23900	100	2.771	1.711
24000	100	2.771	1.711
24100	100	2.771	1.711
24200	100	2.771	1.711
24300	100	2.771	1.711
24400	100	2.771	1.711
24500	100	2.771	1.711
24600	100	2.771	1.711
24700	100	2.771	1.711
24800	100	2.771	1.711
24900	100	2.771	1.711
25000	100	2.771	1.711
25100	100	2.771	1.711
25200	100	2.771	1.711
25300	100	2.771	1.711
25400	100	2.771	1.711
25500	100	2.771	1.711
25600	100	2.771	1.711
25700	100	2.771	1.711
25800	100	2.771	1.711
25900	100	2.771	1.711
26000	100	2.771	1.711
26100	100	2.771	1.711
26200	100	2.771	1.711
26300	100	2.771	1.711
26400	100	2.771	1.711
26500	100	2.771	1.711
26600	100	2.771	1.711
26700	100	2.771	1.711
26800	100	2.771	1.711
26900	100	2.771	1.711
27000	100	2.771	1.711
27100	100	2.771	1.711
27200	100	2.771	1.711
27300	100	2.771	1.711
27400	100	2.771	1.711
27500	100	2.771	1.711
27600	100	2.771	1.711
27700	100	2.771	1.711
27800	100	2.771	1.711
27900	100	2.771	1.711
28000	100	2.771	1.711
28100	100	2.771	1.711
28200	100	2.771	1.711
28300	100	2.771	1.711
28400	100	2.771	1.711
28500	100	2.771	1.711
28600	100	2.771	1.711
28700	100	2.771	1.711
28800	100	2.771	1.711
28900	100	2.771	1.711
29000	100	2.771	1.711
29100	100	2.771	1.711
29200	100	2.771	1.711
29300	100	2.771	1.711
29400	100	2.771	1.711
29500	100	2.771	1.711
29600	100	2.771	1.711
29700	100	2.771	1.711
29800	100	2.771	1.711
29900	100	2.771	1.711
30000	100	2.771	1.711
