0	0	2.44	1.18
100	100	2.42	1.18
200	100	2.48	1.19
300	100	2.54	1.19
400	100	2.49	1.19
500	100	2.4	1.18
600	100	2.07	1.12
700	100	1.92	1.09
800	100	2.08	1.13
900	100	2.2	1.15
1000	100	2.43	1.18
1100	100	2.71	1.2
1200	100	2.66	1.2
1300	100	2.5	1.19
1400	100	2.41	1.18
1500	100	2.33	1.17
1600	100	2.25	1.15
1700	100	2.1	1.13
1800	100	2.01	1.11
1900	100	2.04	1.12
2000	100	2.07	1.12
2100	100	2.44	1.18
2200	100	2.4	1.18
2300	100	2.44	1.18
2400	100	2.41	1.18
2500	100	2.45	1.18
2600	100	2.56	1.2
2700	100	2.62	1.2
2800	100	2.44	1.18
2900	100	2.39	1.18
3000	100	2.39	1.17
3100	100	2.41	1.18
3200	100	2.48	1.19
3300	100	2.61	1.2
3400	100	2.51	1.19
3500	100	2.45	1.18
3600	100	2.32	1.16
3700	100	2.21	1.15
3800	100	2.14	1.14
3900	100	2.09	1.13
4000	100	2.12	1.13
4100	100	2.18	1.14
4200	100	2.3	1.16
4300	100	2.39	1.17
4400	100	2.42	1.18
4500	100	2.31	1.16
4600	100	2.24	1.15
4700	100	2.19	1.14
4800	100	2.14	1.14
4900	100	2.1	1.13
5000	100	2.12	1.13
5100	100	2.12	1.13
5200	100	2.17	1.14
5300	100	2.21	1.15
5400	100	2.25	1.15
5500	100	2.39	1.17
5600	100	2.46	1.18
5700	100	2.41	1.18
5800	100	2.34	1.17
5900	100	2.34	1.17
6000	100	2.36	1.17
6100	100	2.35	1.17
6200	100	2.42	1.18
6300	100	2.39	1.17
6400	100	2.41	1.18
6500	100	2.35	1.17
6600	100	2.36	1.17
6700	100	2.39	1.17
6800	100	2.42	1.18
6900	100	2.41	1.18
7000	100	2.41	1.18
7100	100	2.29	1.16
7200	100	2.13	1.14
7300	100	2.16	1.14
7400	100	2.29	1.16
7500	100	2.43	1.18
7600	100	2.54	1.19
7700	100	2.62	1.2
7800	100	2.67	1.2
7900	100	2.74	1.2
8000	100	2.76	1.2
8100	100	2.75	1.2
8200	100	2.65	1.2
8300	100	2.66	1.2
8400	100	2.57	1.2
8500	100	2.52	1.19
8600	100	2.43	1.18
8700	100	2.37	1.17
8800	100	2.29	1.16
8900	100	2.32	1.16
9000	100	2.35	1.17
9100	100	2.38	1.17
9200	100	2.34	1.17
9300	100	2.31	1.16
9400	100	2.28	1.16
9500	100	2.25	1.16
9600	100	2.32	1.17
9700	100	2.4	1.18
9800	100	2.44	1.18
9900	100	2.48	1.19
10000	100	2.5	1.19
10100	100	2.43	1.18
10200	100	2.43	1.18
10300	100	2.45	1.18
10400	100	2.47	1.19
10500	100	2.49	1.19
