0.000	1.390	0.040	0.000	0.240	0.230	1.830	0.000	0.000	0.000	0.070	0.050	0.010	0.000	0.060	0.000	0.000	0.020	0.000	0.290	0.010	0.000	0.000	0.220	18.570	5.870	0.050	0.000	0.000	0.050	0.000	129.940	0.000	0.010	0.000	0.010	0.170	0.000	0.000	0.890	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.330	55.840	0.000	0.000	0.000	0.060	2.000	0.890	0.190	0.010	43.870	0.000	0.000	5.490	381823.000	5.000	3.500	359704.000	13345.000
0.000	1.390	0.040	0.000	0.240	0.230	1.830	0.000	0.000	0.000	0.070	0.050	0.010	0.000	0.060	0.000	0.000	0.020	0.000	0.290	0.010	0.000	0.000	0.220	18.570	5.870	0.050	0.000	0.000	0.050	0.000	129.940	0.000	0.010	0.000	0.010	0.170	0.000	0.000	0.890	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.330	55.840	0.000	0.000	0.000	0.060	2.000	0.890	0.190	0.010	43.870	0.000	0.000	6.410	380816.000	14.000	4.250	355658.000	6284.000
0.000	1.390	0.040	0.000	0.240	0.230	1.830	0.000	0.000	0.000	0.070	0.050	0.010	0.000	0.060	0.000	0.000	0.020	0.000	0.290	0.010	0.000	0.000	0.220	18.570	5.870	0.050	0.000	0.000	0.050	0.000	129.940	0.000	0.010	0.000	0.010	0.170	0.000	0.000	0.890	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.330	55.840	0.000	0.000	0.000	0.060	2.000	0.890	0.190	0.010	43.870	0.000	0.000	4.700	384881.000	24.000	3.500	359892.000	14972.000
0.000	1.390	0.040	0.000	0.240	0.230	1.830	0.000	0.000	0.000	0.070	0.050	0.010	0.000	0.060	0.000	0.000	0.020	0.000	0.290	0.010	0.000	0.000	0.220	18.570	5.870	0.050	0.000	0.000	0.050	0.000	129.940	0.000	0.010	0.000	0.010	0.170	0.000	0.000	0.890	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.330	55.840	0.000	0.000	0.000	0.060	2.000	0.890	0.190	0.010	43.870	0.000	0.000	7.310	389379.000	34.000	3.300	371298.000	10740.000
0.000	1.390	0.040	0.000	0.240	0.230	1.830	0.000	0.000	0.000	0.070	0.050	0.010	0.000	0.060	0.000	0.000	0.020	0.000	0.290	0.010	0.000	0.000	0.220	18.570	5.870	0.050	0.000	0.000	0.050	0.000	129.940	0.000	0.010	0.000	0.010	0.170	0.000	0.000	0.890	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.330	55.840	0.000	0.000	0.000	0.060	2.000	0.890	0.190	0.010	43.870	0.000	0.000	8.270	384228.000	44.000	3.500	378203.000	9574.000
0.000	1.390	0.040	0.000	0.240	0.230	1.830	0.000	0.000	0.000	0.070	0.050	0.010	0.000	0.060	0.000	0.000	0.020	0.000	0.290	0.010	0.000	0.000	0.220	18.570	5.870	0.050	0.000	0.000	0.050	0.000	129.940	0.000	0.010	0.000	0.010	0.170	0.000	0.000	0.890	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.330	55.840	0.000	0.000	0.000	0.060	2.000	0.890	0.190	0.010	43.870	0.000	0.000	8.780	379380.000	54.000	3.400	375324.000	6629.000
0.000	1.390	0.040	0.000	0.240	0.230	1.830	0.000	0.000	0.000	0.070	0.050	0.010	0.000	0.060	0.000	0.000	0.020	0.000	0.290	0.010	0.000	0.000	0.220	18.570	5.870	0.050	0.000	0.000	0.050	0.000	129.940	0.000	0.010	0.000	0.010	0.170	0.000	0.000	0.890	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.330	55.840	0.000	0.000	0.000	0.060	2.000	0.890	0.190	0.010	43.870	0.000	0.000	9.030	384046.000	64.000	3.400	398267.000	9504.000
0.000	1.390	0.040	0.000	0.240	0.230	1.830	0.000	0.000	0.000	0.070	0.050	0.010	0.000	0.060	0.000	0.000	0.020	0.000	0.290	0.010	0.000	0.000	0.220	18.570	5.870	0.050	0.000	0.000	0.050	0.000	129.940	0.000	0.010	0.000	0.010	0.170	0.000	0.000	0.890	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.330	55.840	0.000	0.000	0.000	0.060	2.000	0.890	0.190	0.010	43.870	0.000	0.000	9.260	383228.000	74.000	3.800	399308.000	8713.000
0.000	1.390	0.040	0.000	0.240	0.230	1.830	0.000	0.000	0.000	0.070	0.050	0.010	0.000	0.060	0.000	0.000	0.020	0.000	0.290	0.010	0.000	0.000	0.220	18.570	5.870	0.050	0.000	0.000	0.050	0.000	129.940	0.000	0.010	0.000	0.010	0.170	0.000	0.000	0.890	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.330	55.840	0.000	0.000	0.000	0.060	2.000	0.890	0.190	0.010	43.870	0.000	0.000	8.260	375275.000	84.000	3.650	398393.000	9494.000
0.000	1.390	0.040	0.000	0.240	0.230	1.830	0.000	0.000	0.000	0.070	0.050	0.010	0.000	0.060	0.000	0.000	0.020	0.000	0.290	0.010	0.000	0.000	0.220	18.570	5.870	0.050	0.000	0.000	0.050	0.000	129.940	0.000	0.010	0.000	0.010	0.170	0.000	0.000	0.890	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.330	55.840	0.000	0.000	0.000	0.060	2.000	0.890	0.190	0.010	43.870	0.000	0.000	7.750	379661.000	92.000	3.000	413779.000	7311.000
